"Type";"MaalerId";"Tidspunkt";"Maaling"
"1";"100284";"26-02-2024 21:01:21";"26,1"
"1";"100285";"26-02-2024 21:01:22";"22,7"
"1";"100286";"26-02-2024 21:01:23";"32,2"
"1";"100287";"26-02-2024 21:01:24";"26,6"
"1";"100288";"26-02-2024 21:01:25";"30,8"
"1";"100289";"26-02-2024 21:01:26";"22,8"
"1";"100290";"26-02-2024 21:01:27";"29,6"
"1";"100291";"26-02-2024 21:01:28";"34,8"
"1";"100292";"26-02-2024 21:01:29";"28,3"
"1";"100293";"26-02-2024 21:01:30";"26"
"1";"100294";"26-02-2024 21:01:31";"30"
"1";"100295";"26-02-2024 21:01:32";"25,5"
"1";"100296";"26-02-2024 21:01:33";"31"
"1";"100297";"26-02-2024 21:01:34";"34,7"
"1";"100298";"26-02-2024 21:01:35";"27,3"
"1";"100299";"26-02-2024 21:01:36";"25,1"
"1";"100300";"26-02-2024 21:01:37";"28,5"
