"Type";"MaalerId";"Tidspunkt";"Maaling"
"1";"100168";"26-02-2024 21:29:31";"29,2"
"1";"100169";"26-02-2024 21:29:32";"20,4"
"1";"100170";"26-02-2024 21:29:33";"27"
"1";"100171";"26-02-2024 21:29:34";"27,6"
"1";"100172";"26-02-2024 21:29:35";"30,7"
"1";"100173";"26-02-2024 21:29:36";"30,6"
"1";"100174";"26-02-2024 21:29:37";"32"
"1";"100175";"26-02-2024 21:29:38";"32,1"
"1";"100176";"26-02-2024 21:29:39";"25,7"
"1";"100177";"26-02-2024 21:29:40";"28,8"
"1";"100178";"26-02-2024 21:29:41";"30,1"
"1";"100179";"26-02-2024 21:29:42";"31,4"
"1";"100180";"26-02-2024 21:29:43";"23,6"
"1";"100181";"26-02-2024 21:29:44";"26,7"
"1";"100182";"26-02-2024 21:29:45";"29,7"
"1";"100183";"26-02-2024 21:29:46";"25,8"
"1";"100184";"26-02-2024 21:29:47";"28,6"
"1";"100185";"26-02-2024 21:29:48";"28,8"
"1";"100186";"26-02-2024 21:29:49";"32,7"
"1";"100187";"26-02-2024 21:29:50";"25,4"
"1";"100188";"26-02-2024 21:29:51";"29,9"
"1";"100189";"26-02-2024 21:29:52";"26"
"1";"100190";"26-02-2024 21:29:53";"25"
"1";"100191";"26-02-2024 21:29:54";"28,7"
"1";"100192";"26-02-2024 21:29:55";"30,7"
"1";"100193";"26-02-2024 21:29:56";"33,6"
"1";"100194";"26-02-2024 21:29:57";"26,2"
"1";"100195";"26-02-2024 21:29:58";"30"
"1";"100196";"26-02-2024 21:29:59";"24,2"
"1";"100197";"26-02-2024 21:30:00";"26,7"
"1";"100198";"26-02-2024 21:30:01";"26,7"
"1";"100199";"26-02-2024 21:30:02";"32,1"
"1";"100200";"26-02-2024 21:30:03";"28"
"1";"100201";"26-02-2024 21:30:04";"27,9"
"1";"100202";"26-02-2024 21:30:05";"28,4"
"1";"100203";"26-02-2024 21:30:06";"28,8"
"1";"100204";"26-02-2024 21:30:07";"28,9"
"1";"100205";"26-02-2024 21:30:08";"35,3"
"1";"100206";"26-02-2024 21:30:09";"33,2"
"1";"100207";"26-02-2024 21:30:10";"37"
"1";"100208";"26-02-2024 21:30:11";"26,8"
"1";"100209";"26-02-2024 21:30:12";"21,6"
"1";"100210";"26-02-2024 21:30:13";"24,5"
"1";"100211";"26-02-2024 21:30:14";"29"
"1";"100212";"26-02-2024 21:30:15";"24,9"
"1";"100213";"26-02-2024 21:30:16";"28,1"
"1";"100214";"26-02-2024 21:30:17";"32,9"
"1";"100215";"26-02-2024 21:30:18";"26,5"
"1";"100216";"26-02-2024 21:30:19";"29,7"
"1";"100217";"26-02-2024 21:30:20";"26,8"
"1";"100218";"26-02-2024 21:30:21";"30,7"
"1";"100219";"26-02-2024 21:30:22";"27,7"
"1";"100220";"26-02-2024 21:30:23";"34,6"
"1";"100221";"26-02-2024 21:30:24";"28,2"
"1";"100222";"26-02-2024 21:30:25";"33,2"
"1";"100223";"26-02-2024 21:30:26";"31,6"
"1";"100224";"26-02-2024 21:30:27";"31,4"
"1";"100225";"26-02-2024 21:30:28";"30,2"
"1";"100226";"26-02-2024 21:30:29";"30,9"
"1";"100227";"26-02-2024 21:30:30";"35,1"
"1";"100228";"26-02-2024 21:30:31";"29,5"
"1";"100229";"26-02-2024 21:30:32";"32,9"
"1";"100230";"26-02-2024 21:30:33";"31,8"
"1";"100231";"26-02-2024 21:30:34";"28,7"
"1";"100232";"26-02-2024 21:30:35";"24,1"
"1";"100233";"26-02-2024 21:30:36";"28,5"
"1";"100234";"26-02-2024 21:30:37";"30,5"
"1";"100235";"26-02-2024 21:30:38";"27,8"
"1";"100236";"26-02-2024 21:30:39";"32,9"
"1";"100237";"26-02-2024 21:30:40";"24,9"
"1";"100238";"26-02-2024 21:30:41";"29,3"
"1";"100239";"26-02-2024 21:30:42";"26,5"
"1";"100240";"26-02-2024 21:30:43";"32,7"
"1";"100241";"26-02-2024 21:30:44";"30,5"
"1";"100242";"26-02-2024 21:30:45";"32,7"
"1";"100243";"26-02-2024 21:30:46";"30,8"
"1";"100244";"26-02-2024 21:30:47";"30,1"
"1";"100245";"26-02-2024 21:30:48";"29,8"
"1";"100246";"26-02-2024 21:30:49";"27,7"
"1";"100247";"26-02-2024 21:30:50";"23"
"1";"100248";"26-02-2024 21:30:51";"29,4"
"1";"100249";"26-02-2024 21:30:52";"29,7"
"1";"100250";"26-02-2024 21:30:53";"32,1"
"1";"100251";"26-02-2024 21:30:54";"30,1"
"1";"100252";"26-02-2024 21:30:55";"25,8"
"1";"100253";"26-02-2024 21:30:56";"27,2"
"1";"100254";"26-02-2024 21:30:57";"28"
"1";"100255";"26-02-2024 21:30:58";"26,9"
"1";"100256";"26-02-2024 21:30:59";"33,1"
"1";"100257";"26-02-2024 21:31:00";"33,8"
"1";"100258";"26-02-2024 21:31:01";"28,6"
"1";"100259";"26-02-2024 21:31:02";"31"
"1";"100260";"26-02-2024 21:31:03";"22,8"
"1";"100261";"26-02-2024 21:31:04";"34"
"1";"100262";"26-02-2024 21:31:05";"27,5"
"1";"100263";"26-02-2024 21:31:06";"26,7"
"1";"100264";"26-02-2024 21:31:07";"27,1"
"1";"100265";"26-02-2024 21:31:08";"23,2"
"1";"100266";"26-02-2024 21:31:09";"22,4"
"1";"100267";"26-02-2024 21:31:10";"30"
"1";"100268";"26-02-2024 21:31:11";"27,7"
"1";"100269";"26-02-2024 21:31:12";"32,8"
"1";"100270";"26-02-2024 21:31:13";"33"
"1";"100271";"26-02-2024 21:31:14";"20,9"
"1";"100272";"26-02-2024 21:31:15";"25,5"
"1";"100273";"26-02-2024 21:31:16";"32,7"
"1";"100274";"26-02-2024 21:31:17";"23,3"
"1";"100275";"26-02-2024 21:31:18";"32,7"
"1";"100276";"26-02-2024 21:31:19";"33,4"
"1";"100277";"26-02-2024 21:31:20";"27,9"
"1";"100278";"26-02-2024 21:31:21";"26,2"
"1";"100279";"26-02-2024 21:31:22";"33,2"
"1";"100280";"26-02-2024 21:31:23";"26,5"
"1";"100281";"26-02-2024 21:31:24";"24,1"
"1";"100282";"26-02-2024 21:31:25";"24,9"
"1";"100283";"26-02-2024 21:31:26";"24,1"
"1";"100284";"26-02-2024 21:31:27";"22,9"
"1";"100285";"26-02-2024 21:31:28";"31,5"
"1";"100286";"26-02-2024 21:31:29";"26,3"
"1";"100287";"26-02-2024 21:31:30";"23,7"
"1";"100288";"26-02-2024 21:31:31";"34,9"
"1";"100289";"26-02-2024 21:31:32";"26,5"
"1";"100290";"26-02-2024 21:31:33";"29,5"
"1";"100291";"26-02-2024 21:31:34";"33,5"
"1";"100292";"26-02-2024 21:31:35";"24"
"1";"100293";"26-02-2024 21:31:36";"26,9"
"1";"100294";"26-02-2024 21:31:37";"26,6"
"1";"100295";"26-02-2024 21:31:38";"31"
"1";"100296";"26-02-2024 21:31:39";"27,2"
"1";"100297";"26-02-2024 21:31:40";"30,3"
"1";"100298";"26-02-2024 21:31:41";"27,2"
"1";"100299";"26-02-2024 21:31:42";"32,8"
"1";"100300";"26-02-2024 21:31:43";"29,7"
