"Type";"MaalerId";"Tidspunkt";"Maaling"
"1";"100164";"26-02-2024 21:14:24";"24,2"
"1";"100165";"26-02-2024 21:14:25";"22,2"
"1";"100166";"26-02-2024 21:14:26";"26,9"
"1";"100167";"26-02-2024 21:14:27";"31,6"
"1";"100168";"26-02-2024 21:14:28";"31,7"
"1";"100169";"26-02-2024 21:14:29";"34"
"1";"100170";"26-02-2024 21:14:30";"33,9"
"1";"100171";"26-02-2024 21:14:31";"24,9"
"1";"100172";"26-02-2024 21:14:32";"29,2"
"1";"100173";"26-02-2024 21:14:33";"25,2"
"1";"100174";"26-02-2024 21:14:34";"30,1"
"1";"100175";"26-02-2024 21:14:35";"32,9"
"1";"100176";"26-02-2024 21:14:36";"34,8"
"1";"100177";"26-02-2024 21:14:37";"28,5"
"1";"100178";"26-02-2024 21:14:38";"30,2"
"1";"100179";"26-02-2024 21:14:39";"29,2"
"1";"100180";"26-02-2024 21:14:40";"28,8"
"1";"100181";"26-02-2024 21:14:41";"18,1"
"1";"100182";"26-02-2024 21:14:42";"26,6"
"1";"100183";"26-02-2024 21:14:43";"28,1"
"1";"100184";"26-02-2024 21:14:44";"25,2"
"1";"100185";"26-02-2024 21:14:45";"33"
"1";"100186";"26-02-2024 21:14:46";"29,1"
"1";"100187";"26-02-2024 21:14:47";"27,7"
"1";"100188";"26-02-2024 21:14:48";"30,4"
"1";"100189";"26-02-2024 21:14:49";"30,7"
"1";"100190";"26-02-2024 21:14:50";"30,8"
"1";"100191";"26-02-2024 21:14:51";"25,9"
"1";"100192";"26-02-2024 21:14:52";"31,3"
"1";"100193";"26-02-2024 21:14:53";"25,2"
"1";"100194";"26-02-2024 21:14:54";"27,3"
"1";"100195";"26-02-2024 21:14:55";"31,9"
"1";"100196";"26-02-2024 21:14:56";"28,1"
"1";"100197";"26-02-2024 21:14:57";"24,9"
"1";"100198";"26-02-2024 21:14:58";"33,6"
"1";"100199";"26-02-2024 21:14:59";"29,5"
"1";"100200";"26-02-2024 21:15:00";"30,1"
"1";"100201";"26-02-2024 21:15:01";"29,6"
"1";"100202";"26-02-2024 21:15:02";"27,4"
"1";"100203";"26-02-2024 21:15:03";"31,8"
"1";"100204";"26-02-2024 21:15:04";"27,2"
"1";"100205";"26-02-2024 21:15:05";"28,5"
"1";"100206";"26-02-2024 21:15:06";"29"
"1";"100207";"26-02-2024 21:15:07";"29"
"1";"100208";"26-02-2024 21:15:08";"25,1"
"1";"100209";"26-02-2024 21:15:09";"29,2"
"1";"100210";"26-02-2024 21:15:10";"27,2"
"1";"100211";"26-02-2024 21:15:11";"31,7"
"1";"100212";"26-02-2024 21:15:12";"34,6"
"1";"100213";"26-02-2024 21:15:13";"32,4"
"1";"100214";"26-02-2024 21:15:14";"25,7"
"1";"100215";"26-02-2024 21:15:15";"35"
"1";"100216";"26-02-2024 21:15:16";"29,5"
"1";"100217";"26-02-2024 21:15:17";"28,1"
"1";"100218";"26-02-2024 21:15:18";"30"
"1";"100219";"26-02-2024 21:15:19";"32,8"
"1";"100220";"26-02-2024 21:15:20";"27,7"
"1";"100221";"26-02-2024 21:15:21";"28,4"
"1";"100222";"26-02-2024 21:15:22";"30,2"
"1";"100223";"26-02-2024 21:15:23";"28,8"
"1";"100224";"26-02-2024 21:15:24";"23"
"1";"100225";"26-02-2024 21:15:25";"29,5"
"1";"100226";"26-02-2024 21:15:26";"34,2"
"1";"100227";"26-02-2024 21:15:27";"25,8"
"1";"100228";"26-02-2024 21:15:28";"34,9"
"1";"100229";"26-02-2024 21:15:29";"23,7"
"1";"100230";"26-02-2024 21:15:30";"27,8"
"1";"100231";"26-02-2024 21:15:31";"26,7"
"1";"100232";"26-02-2024 21:15:32";"29,9"
"1";"100233";"26-02-2024 21:15:33";"28,9"
"1";"100234";"26-02-2024 21:15:34";"26,3"
"1";"100235";"26-02-2024 21:15:35";"29,1"
"1";"100236";"26-02-2024 21:15:36";"24,9"
"1";"100237";"26-02-2024 21:15:37";"33,8"
"1";"100238";"26-02-2024 21:15:38";"19,8"
"1";"100239";"26-02-2024 21:15:39";"24,2"
"1";"100240";"26-02-2024 21:15:40";"27,4"
"1";"100241";"26-02-2024 21:15:41";"27,6"
"1";"100242";"26-02-2024 21:15:42";"27,8"
"1";"100243";"26-02-2024 21:15:43";"27,7"
"1";"100244";"26-02-2024 21:15:44";"28"
"1";"100245";"26-02-2024 21:15:45";"24,9"
"1";"100246";"26-02-2024 21:15:46";"25,5"
"1";"100247";"26-02-2024 21:15:47";"26,1"
"1";"100248";"26-02-2024 21:15:48";"28,5"
"1";"100249";"26-02-2024 21:15:49";"33,2"
"1";"100250";"26-02-2024 21:15:50";"30,1"
"1";"100251";"26-02-2024 21:15:51";"28,8"
"1";"100252";"26-02-2024 21:15:52";"34,9"
"1";"100253";"26-02-2024 21:15:53";"27,4"
"1";"100254";"26-02-2024 21:15:54";"26,4"
"1";"100255";"26-02-2024 21:15:55";"25,2"
"1";"100256";"26-02-2024 21:15:56";"27,2"
"1";"100257";"26-02-2024 21:15:57";"32,4"
"1";"100258";"26-02-2024 21:15:58";"24,6"
"1";"100259";"26-02-2024 21:15:59";"23"
"1";"100260";"26-02-2024 21:16:00";"28,3"
"1";"100261";"26-02-2024 21:16:01";"30,2"
"1";"100262";"26-02-2024 21:16:02";"38"
"1";"100263";"26-02-2024 21:16:03";"24,7"
"1";"100264";"26-02-2024 21:16:04";"31"
"1";"100265";"26-02-2024 21:16:05";"29,6"
"1";"100266";"26-02-2024 21:16:06";"30,9"
"1";"100267";"26-02-2024 21:16:07";"29,7"
"1";"100268";"26-02-2024 21:16:08";"35,4"
"1";"100269";"26-02-2024 21:16:09";"24,9"
"1";"100270";"26-02-2024 21:16:10";"24,3"
"1";"100271";"26-02-2024 21:16:11";"14,5"
"1";"100272";"26-02-2024 21:16:12";"28,2"
"1";"100273";"26-02-2024 21:16:13";"29,8"
"1";"100274";"26-02-2024 21:16:14";"31,7"
"1";"100275";"26-02-2024 21:16:15";"26,3"
"1";"100276";"26-02-2024 21:16:16";"25,7"
"1";"100277";"26-02-2024 21:16:17";"19,1"
"1";"100278";"26-02-2024 21:16:18";"21,3"
"1";"100279";"26-02-2024 21:16:19";"24,2"
"1";"100280";"26-02-2024 21:16:20";"27,8"
"1";"100281";"26-02-2024 21:16:21";"27,1"
"1";"100282";"26-02-2024 21:16:22";"31"
"1";"100283";"26-02-2024 21:16:23";"30,6"
"1";"100284";"26-02-2024 21:16:24";"28,4"
"1";"100285";"26-02-2024 21:16:25";"34,3"
"1";"100286";"26-02-2024 21:16:26";"32,4"
"1";"100287";"26-02-2024 21:16:27";"27,9"
"1";"100288";"26-02-2024 21:16:28";"25,5"
"1";"100289";"26-02-2024 21:16:29";"31,8"
"1";"100290";"26-02-2024 21:16:30";"29,3"
"1";"100291";"26-02-2024 21:16:31";"31,7"
"1";"100292";"26-02-2024 21:16:32";"33,5"
"1";"100293";"26-02-2024 21:16:33";"30,3"
"1";"100294";"26-02-2024 21:16:34";"27,1"
"1";"100295";"26-02-2024 21:16:35";"30,1"
"1";"100296";"26-02-2024 21:16:36";"31,7"
"1";"100297";"26-02-2024 21:16:37";"30,8"
"1";"100298";"26-02-2024 21:16:38";"32,1"
"1";"100299";"26-02-2024 21:16:39";"32,4"
"1";"100300";"26-02-2024 21:16:40";"31,4"
